Timestamp	Places_from_VLOC	Labels_in_tile	Image	Tileset	Key A	Key B	Key C	Key D
				0X800101	0X14	-0X3F720000	0X17280004	0X2000400
		117, 289, Gullybrook Rd, Ledgewood Dr, Meadowbend Rd, Redmond Rd, River Rd, Sugarbush Rd, Williston Woods Rd		0X801401	0X14	-0X3F720000	0X17270004	0X2005000
		Alder Brook, Winooski River		0X800101	0X14	-0X3F720000	0X17270004	0X2000400
		Bradley Ln, Butternut Rd, Deer Run, Elk Ln, Greenwood Ln, Oak Hill Rd, Old Creamery Rd, Pebble Ln, Shagbark Dr, Sunset Hill Rd		0X801401	0X14	-0X3FB20000	0X172B0004	0X2005000
		Allen Brook, Sucker Brook		0X800101	0X14	-0X3FB20000	0X172B0004	0X2000400
				0X804901	0X14	-0X3F720000	0X17280004	0X2012400
				0X804901	0X14	-0X3F720000	0X17270004	0X2012400
				0X804901	0X14	-0X3FB20000	0X172B0004	0X2012400
		Chip Alley, Mountain View Rd, Redmond Rd, Robinson Pkwy		0X801401	0X14	-0X3FB20000	0X17270004	0X2005000
		Winooski River		0X800101	0X14	-0X3FB20000	0X17270004	0X2000400
		Stone Corral Brewery		0X804401	0X14	0X608D0000	0XB960002	0X2011000
				0X804901	0X14	-0X3FB20000	0X17270004	0X2012400
		117, 2, 89, Baker St, Borden St, Bridge St, Browns Ct, Burnett Ct, Cat Ln, Chamberlin Hill, Church St, Depot St, Esplanade, Field Ln, Governor Peck Hwy, Governor Peck Rd, High Meadow Ln, Hill Top Cir, Hill Top Ext, Johnnie Brook Rd, Jolina Ct, Kenyon Rd, Lower Cir, Meadow Ln, Millet St, North Rd, Onion River Rd, Overlook Ln, Pleasant St, Railroad St, River Rd, Rogers Ln, School St, Summers St, Sylvan Ridge, Tilden Ave, Turkey Hill Rd, Verburg Rd, Vietnam Veterans Memorial Hwy, W Main St, Westall Dr, Willis Farm Rd, Williston Rd		0X801401	0X14	0X608D0000	0XB950002	0X2005000
		Bear Creek Rd, Besaw Rd, Blueberry Farm Rd, Bluebird Ln, Bridge St, Cemetery Rd, Cochran Rd, Collins Mountain Rd, Dutil Ln, Esplanade, Farr Rd, Grandview Dr, Harvs T-Pike, Hillview Rd, Hinesburg Rd, Huntington Rd, Ladensack Ln, Lawrence Rd, Lilac Knoll Rd, Lords View Terr, Maple Hill Rd, Milkweed Ln, Mountain View Rd, Old Brooklyn Ct, Old Country Ln, Pine Tree Ln, Pinetree Rd, Rosie Ln, Round Church Rd, Thompson Rd, Wild Apple Ln, Williams Hill Rd, Wolf Ln, Wortheim Ln		0X801401	0X14	0X608D0000	0XB960002	0X2005000
		117, 2, Barber Farm Rd, Bradley Bow Rd, Governor Chittenden Rd, Governor Peck Rd, Hilltop Dr, Hirams Crossing, Marion Way, Marshall Ln, Onion River Rd, Randall Dr, River Rd, Schillhammer Rd, Tarbox Rd, Williston Rd		0X801401	0X14	0X608D0000	0XB940002	0X2005000
		117, Autumn Ct, Burke Pl, Cortland Terr, Deer Crossing Ln, Elm Cir, Emerson Dr, Evergreen Ln, John Davis Dr, Overlook Terr, Plains Rd, River Rd, Saxon Hill Rd, Saxon Ln, Skunk Hollow Rd, Smoky Hollow Ln, Thompson Dr, Tyler Pl, White Oak Dr		0X801401	0X14	0X608D0000	0XB930002	0X2005000
		128, 15, Browns River Rd, Buxton Ln, Cedar Cir, Deer Crossing Ln, Essex Highlands, Gray Way, Jericho Rd, John Davis Dr, Lawrence Heights, Lee River Rd, Leo Dr, Mill St, Mt View Rd, Naylor Rd, Old Pump Rd, Osgood Hill Rd, Owens St, Plains Rd, Railroad Cir, Ransom Ln, Red Mill Dr, Rotunda Ln, Saxon Hill Rd, Sleepy Hollow Rd, Sunny View Dr, Thompson Dr, W Sleepy Hollow Rd, Walsh Terr, Weed Rd, Whitcomb Meadows Ln, Whitetail Ln		0X801401	0X14	0X608D0000	0XB920002	0X2005000
		Avalanche Rd, Bates Farm Rd, Bishop Rd, Blueberry Farm Rd, Dugway Rd, Hillview Rd, Huntington Acres, Huntington Rd, Lapierre Dr, Lavallee Dr, Main Rd, Sherman Hollow Rd, Ski Lodge Dr, Texas Hill Rd		0X801401	0X14	0X608D0000	0XB970002	0X2005000
		116, Anthony Rd, Aube Ridge Rd, Ballards-Corner Rd, Billings Farm Rd, Birchwood Dr, Bitter Sweet Hill, Cove Rd, Craigy Ln, Cvu Rd, Dynamite Hill Rd, Enos Rd, Fern Rd, Forest Rd, Haystack Rd, Hickory Pl, Hillview Terr, Jourdan St, Kozas Run, Lake St, Leeway Cir, Lomeadow Rd, Major St, Maple Tree Ln, McDonald Ln, Mechanicsville Rd, Mill Rd, Mountain Brook Rd, Mountain Spring Ct, Mt Pritchard Ln, Oak Hill Rd, Old Pump Rd, Orchard Commons Rd, Partridge Hill Rd, Piette Meadow Rd, Piette Rd, Pikes Point Rd, Pine Shore Dr, Place Rd E, Place Rd W, Pleasant View Ln, Pond Brook Rd, Pond Rd, Red Pine Rd, Richmond Rd, Rocky Mountain Ln, Rocky Ridge Cir, SW Shore Rd, Shadow Ln, Shady Nook Ln, Shelburne Falls Rd, Sugar House Ln, Sunset Ln E, Sunset Ln W, Trillium Ln, Whitetail Ridge Rd, Wildwood Ln, Wile St, Windswept Way, Wood Run		0X801401	0X14	0X600D0000	0XB970002	0X2005000
		Beaver Pond Rd, Blueberry Hill, Butternut Ln, Cattail Ln, Danaher Blvd, Dimick Rd, E Shore Ln, Firefly Ln, Garvey Farm Rd, Hidden Pasture Rd, Hillview Terr, Hinsdale Rd, Ledgewood Ln, Magee Hill Rd, Molly Way, North Rd, Palmer Rd, Pond Brook Rd, Richmond Rd, Seneca Creek Rd, Sherman Hollow Rd, Spencer Hill Rd, Strawberry Hill Rd, Swamp Rd, Texas Brook Rd, Texas Hill Rd, Thunder Dr, Upper Access Rd, Wheatley Rd, Wood Run, Woodland Dr		0X801401	0X14	0X604D0000	0XB970002	0X2005000
		116, 2A, Apple Ridge Rd, Boutin Rd, Bushey Dr, Carpenter Rd, Crow Hill Rd, Frogs End, Hickory Pl, Leeway Cir, Monarch Rd, N Pasture Ln, O'Neil Rd, Peet Rd, Rocky Ridge Cir, S Leavensworth Rd, Shelburne Falls Rd, Shelburne Hinesburg Rd, St George Blvd, Summerfield Rd, Taproot Farm Ln, Wead Rd		0X801401	0X14	0X5FCD0000	0XB970002	0X2005000
		Albert's Way, Autumn Hill Ln, Carpenter Rd, Dorset St, Eustace Ln, Haytumble Rd, Heather Ln, Lime Kiln Rd, Peeper Pond Ln, Plouffe Ln, Rabbit Rd, Riverview Dr, Shelburne Hinesburg Rd, Simmons Dr, Soaring Hawk Ln, Southview Dr, Spear St, Thomas Rd, Trillium Ln, Whispering Meadows, Wildwood Ct, Wildwood Dr		0X801401	0X14	0X5F8D0000	0XB970002	0X2005000
		Fiddlehead Brewing Company, Folino's - Shelburne, SemaConnect, Shelburne Airport, Shelburne Vineyard, Vermont Teddy Bear		0X804401	0X14	0X5F4D0000	0XB970002	0X2011000
		7, Addie Ln, Air Park Rd, Bacon Dr, Barrett Ln, Blackwillow Ln, Bostwick Farm Rd, Bostwick Rd, Brookside Dr, Clark Rd, Colman Way, Colonel Fletcher Farm Rd, Covington Ln, Crabapple Dr, Crosswind Dr, Cynosure Dr, Eastry Ct, Ethan Allen Hwy, Falls Rd, Gobbler Ln, Graham Way, Green Hills Dr, Hawthorn Dr, Hillside Terr, Irish Hill Rd, John St, Kimball Terr, Lake Rd, Lime Kiln Rd, Limerick Rd, Littlefield Dr, Maplewood Dr, Marsett Rd, McDonald Farm Rd, McGuire Pent Rd, Meadow Ln, Mill River Ln, Mouth of River Rd, Mt Philo Rd, Nature's Way, Ockert Ln, Poplar Dr, Redstone Dr, Ridgefield Rd, Rivervale Rd, S Park Rd, S Ridge Rd, Sanctuary Ln, Shelburne Rd, Soaring Hawk Ln, Steeplebush Rd, The Terraces, Thomas Rd, Ti Ln, Timber Ln, Wake Robin Dr, Wild Ginger Ln, Witch Hazel Rd		0X801401	0X14	0X5F4D0000	0XB970002	0X2005000
2022-01-19 15:10:40		{0}, Mount Mansfield		0X804401	0X14	0X26090000	0XB90000	0X2011000
2022-01-19 15:27:44				0X800B01	0X14	-0X7FF10000	0X2E520009	0X2002C00
2022-01-15 14:50:23		11, 15, 2, 22, 3, 30, 314, 37, 7, 78, 86, 87, 89, 9, 9N, New York, Ontario, Quebec, Vermont		0X801401	0X14	0X12C80000	0X5C0000	0X2005000
2022-01-15 14:50:23		{0}, Mount Marcy		0X804401	0X14	0X12C80000	0X5C0000	0X2011000
2022-01-15 14:50:23				0X804401	0X14	0X13080000	0X5C0000	0X2011000
2022-01-15 14:50:23		10, 100, 105, 133, 14, 143, 15, 2, 302, 5, 55, 7, 89, 91, 93, New Hampshire, Quebec, Vermont		0X801401	0X14	0X13080000	0X5C0000	0X2005000
2022-01-15 14:50:39		Androscoggin River, Barre, Berlin, Claremont, Concord, Connecticut River, Dover, Gorham, Laconia, Lebanon, Lincoln, Littleton, Ludlow, Manchester, Montpelier, Morrisville, New London, Newport, North Conway, Portsmouth, Randolph, Rutland, Saco River, Saint Albans, St. Johnsbury, Stowe, Waterbury, Woodstock		0X800101	0X14	0X9870000	0X2E0000	0X2000400
2022-01-15 14:50:39		1, 100, 11, 113, 133, 143, 16, 195, 2, 202, 295, 3, 302, 393, 4, 5, 55, 7, 89, 9, 91, 93, 95, Maine, New Hampshire, Quebec, Vermont		0X801401	0X14	0X9870000	0X2E0000	0X2005000
2022-01-15 14:50:39		{0}, Green Mountain National Forest, Mount Washington, White Mountain National Forest		0X804401	0X14	0X9870000	0X2E0000	0X2011000
2022-01-15 14:50:39		{0}, Mount Marcy, The Adirondack Park		0X804401	0X14	0X9470000	0X2E0000	0X2011000
2022-01-15 14:50:39		Alexandria Bay, Black River, Boonville, Brockville, Burlington, Canton, Champlain, Cornwall, Dundee, Erie Canal, Glens Falls, Gouverneur, Hudson River, Kemptville, Lake Champlain, Lake George, Lake Placid, Lowville, Malone, Massena, Middlebury, Mohawk River, Murray Brook, Ogdensburg, Old Forge, Oneida Creek, Oneida Lake, Oswegatchie River, Plattsburgh, Potsdam, Prescott, Raquette River, Rome, Saranac Lake, Saratoga Springs, South Hero Island, St. Lawrence River, Tupper Lake, Utica, Vergennes, Watertown, Rivière Richelieu		0X800101	0X14	0X9470000	0X2E0000	0X2000400
2022-01-15 14:50:39		11, 12, 15, 2, 26, 32, 365, 4, 401, 416, 49, 5, 5A, 5S, 7, 78, 781, 790, 8, 81, 840, 87, 89, 90, New York, Ontario, Quebec, Vermont		0X801401	0X14	0X9470000	0X2E0000	0X2005000
				0X801601	0X14	0X300C0000	0X5C90001	0X2005800
				0X801601	0X14	0X2FCC0000	0X5C90001	0X2005800
2022-01-19 15:10:42				0X801601	0X14	0X300C0000	0X5CA0001	0X2005800
2022-01-19 15:10:42				0X801601	0X14	-0X67F50000	0X2E60000	0X2005800
2022-01-16 13:49:21				0X801601	0X14	-0X7FB10000	0X2E530009	0X2005800
2022-01-16 13:49:20				0X801E01	0X14	-0X7FB10000	0X2E530009	0X2007800
2022-01-16 13:49:21				0X801601	0X14	-0X7FB10000	0X2E520009	0X2005800
2022-01-19 15:10:42				0X801601	0X14	-0X68350000	0X2E60000	0X2005800
2022-01-16 13:49:20				0X801E01	0X14	-0X7FB10000	0X2E520009	0X2007800
2022-01-15 14:50:57				0X801E01	0X14	0X7FCF0000	0X2E530009	0X2007800
				0X801E01	0X14	0X4C0A0000	0X1710000	0X2007800
				0X801601	0X14	0X7FCF0000	0X2E520009	0X2005800
				0X801601	0X14	0X7FCF0000	0X2E530009	0X2005800
2022-01-15 14:50:57				0X801E01	0X14	0X7FCF0000	0X2E520009	0X2007800
				0X801E01	0X14	0X4BCA0000	0X1710000	0X2007800
				0X801601	0X14	-0X3FB20000	0X17290004	0X2005800
				0X801601	0X14	-0X3FB20000	0X172A0004	0X2005800
				0X801601	0X14	-0X3FB20000	0X17280004	0X2005800
				0X801601	0X14	0X600D0000	0XB930002	0X2005800
2022-01-19 15:10:42				0X801601	0X14	0X600D0000	0XB940002	0X2005800
				0X801601	0X14	0X5FCD0000	0XB930002	0X2005800
2022-01-19 15:10:42				0X801601	0X14	0X5FCD0000	0XB940002	0X2005800
				0X801601	0X14	0X308C0000	0X5CB0001	0X2005800
				0X801601	0X14	0X308C0000	0X5CA0001	0X2005800
				0X801601	0X14	0X308C0000	0X5C80001	0X2005800
				0X801601	0X14	0X308C0000	0X5C90001	0X2005800
				0X801601	0X14	0X308C0000	0X5CC0001	0X2005800
				0X801601	0X14	0X304C0000	0X5CC0001	0X2005800
				0X801601	0X14	0X304C0000	0X5CB0001	0X2005800
				0X801601	0X14	0X304C0000	0X5CA0001	0X2005800
				0X801601	0X14	0X304C0000	0X5C90001	0X2005800
				0X801601	0X14	0X300C0000	0X5CC0001	0X2005800
				0X801601	0X14	0X300C0000	0X5C80001	0X2005800
				0X801601	0X14	0X2FCC0000	0X5CC0001	0X2005800
				0X801601	0X14	0X304C0000	0X5C80001	0X2005800
				0X801601	0X14	0X2F8C0000	0X5CC0001	0X2005800
2022-01-19 15:39:15				0X801601	0X14	0X2F8C0000	0X5CB0001	0X2005800
				0X801601	0X14	0X2FCC0000	0X5C80001	0X2005800
				0X801601	0X14	0X2F8C0000	0X5C90001	0X2005800
				0X801601	0X14	0X2F8C0000	0X5C80001	0X2005800
				0X801601	0X14	0X2F4C0000	0X5CB0001	0X2005800
				0X801601	0X14	0X2F4C0000	0X5CC0001	0X2005800
				0X801601	0X14	0X2F4C0000	0X5CA0001	0X2005800
				0X801601	0X14	0X2F4C0000	0X5C80001	0X2005800
				0X801601	0X14	0X2F4C0000	0X5C90001	0X2005800
				0X801601	0X14	-0X67750000	0X2E70000	0X2005800
				0X801601	0X14	-0X67750000	0X2E60000	0X2005800
				0X801601	0X14	-0X67750000	0X2E40000	0X2005800
				0X801601	0X14	-0X67750000	0X2E50000	0X2005800
				0X801601	0X14	-0X67750000	0X2E20000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E70000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E60000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E50000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E30000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E40000	0X2005800
				0X801601	0X14	-0X67B50000	0X2E20000	0X2005800
				0X801601	0X14	-0X67750000	0X2E30000	0X2005800
				0X801601	0X14	-0X67F50000	0X2E20000	0X2005800
				0X801601	0X14	-0X67F50000	0X2E30000	0X2005800
				0X801601	0X14	-0X67F50000	0X2E70000	0X2005800
				0X801601	0X14	-0X68350000	0X2E70000	0X2005800
				0X801601	0X14	-0X68350000	0X2E20000	0X2005800
				0X801601	0X14	-0X68750000	0X2E70000	0X2005800
				0X801601	0X14	-0X68750000	0X2E60000	0X2005800
				0X801601	0X14	-0X68750000	0X2E50000	0X2005800
				0X801601	0X14	-0X68350000	0X2E30000	0X2005800
				0X801601	0X14	-0X68750000	0X2E40000	0X2005800
				0X801601	0X14	-0X68750000	0X2E30000	0X2005800
				0X801601	0X14	-0X68750000	0X2E20000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E70000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E60000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E50000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E40000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E30000	0X2005800
				0X801601	0X14	-0X68B50000	0X2E20000	0X2005800
				0X801601	0X14	-0X7F710000	0X2E540009	0X2005800
				0X801601	0X14	-0X7F710000	0X2E550009	0X2005800
				0X801E01	0X14	-0X7F710000	0X2E550009	0X2007800
				0X801601	0X14	-0X7F710000	0X2E530009	0X2005800
				0X801E01	0X14	-0X7F710000	0X2E540009	0X2007800
				0X801E01	0X14	-0X7F710000	0X2E530009	0X2007800
				0X801601	0X14	-0X7F710000	0X2E520009	0X2005800
				0X801601	0X14	-0X7F710000	0X2E510009	0X2005800
				0X801E01	0X14	-0X7F710000	0X2E520009	0X2007800
				0X801E01	0X14	-0X7F710000	0X2E510009	0X2007800
				0X801601	0X14	-0X7F710000	0X2E500009	0X2005800
				0X801E01	0X14	-0X7F710000	0X2E500009	0X2007800
				0X801601	0X14	-0X7FB10000	0X2E550009	0X2005800
				0X801E01	0X14	-0X7FB10000	0X2E550009	0X2007800
				0X801E01	0X14	-0X7FB10000	0X2E540009	0X2007800
				0X801601	0X14	-0X7FB10000	0X2E540009	0X2005800
2022-01-16 13:49:21				0X801601	0X14	-0X7FB10000	0X2E510009	0X2005800
2022-01-16 13:49:20				0X801E01	0X14	-0X7FB10000	0X2E510009	0X2007800
				0X801601	0X14	-0X7FB10000	0X2E500009	0X2005800
				0X801E01	0X14	-0X7FB10000	0X2E500009	0X2007800
				0X801601	0X14	-0X7FF10000	0X2E550009	0X2005800
				0X801E01	0X14	-0X7FF10000	0X2E550009	0X2007800
2022-01-16 13:49:21				0X801601	0X14	-0X7FF10000	0X2E510009	0X2005800
				0X801E01	0X14	-0X7FF10000	0X2E540009	0X2007800
2022-01-16 13:49:20				0X801E01	0X14	-0X7FF10000	0X2E510009	0X2007800
				0X801601	0X14	-0X7FF10000	0X2E540009	0X2005800
				0X801601	0X14	-0X7FF10000	0X2E500009	0X2005800
				0X801601	0X14	0X7FCF0000	0X2E550009	0X2005800
				0X801E01	0X14	-0X7FF10000	0X2E500009	0X2007800
				0X801601	0X14	0X7FCF0000	0X2E540009	0X2005800
				0X801E01	0X14	0X7FCF0000	0X2E550009	0X2007800
				0X801E01	0X14	0X7FCF0000	0X2E540009	0X2007800
				0X801601	0X14	0X7FCF0000	0X2E500009	0X2005800
				0X801601	0X14	0X7FCF0000	0X2E510009	0X2005800
				0X801E01	0X14	0X7FCF0000	0X2E510009	0X2007800
				0X801601	0X14	0X7F8F0000	0X2E550009	0X2005800
				0X801E01	0X14	0X7FCF0000	0X2E500009	0X2007800
				0X801601	0X14	0X7F8F0000	0X2E540009	0X2005800
				0X801601	0X14	0X7F8F0000	0X2E520009	0X2005800
				0X801E01	0X14	0X7F8F0000	0X2E530009	0X2007800
				0X801601	0X14	0X7F8F0000	0X2E530009	0X2005800
				0X801E01	0X14	0X7F8F0000	0X2E550009	0X2007800
				0X801E01	0X14	0X7F8F0000	0X2E510009	0X2007800
				0X801E01	0X14	0X7F8F0000	0X2E540009	0X2007800
				0X801601	0X14	0X7F8F0000	0X2E510009	0X2005800
				0X801601	0X14	0X7F8F0000	0X2E500009	0X2005800
				0X801E01	0X14	0X7F8F0000	0X2E520009	0X2007800
				0X801E01	0X14	0X4C8A0000	0X1740000	0X2007800
				0X801E01	0X14	0X4C8A0000	0X1730000	0X2007800
				0X801E01	0X14	0X4C8A0000	0X1720000	0X2007800
				0X801E01	0X14	0X4C8A0000	0X1710000	0X2007800
				0X801E01	0X14	0X4C4A0000	0X1740000	0X2007800
				0X801E01	0X14	0X4C8A0000	0X1700000	0X2007800
				0X801E01	0X14	0X4C4A0000	0X1720000	0X2007800
				0X801E01	0X14	0X4C4A0000	0X1730000	0X2007800
				0X801E01	0X14	0X4C4A0000	0X1700000	0X2007800
				0X801E01	0X14	0X7F8F0000	0X2E500009	0X2007800
				0X801E01	0X14	0X4C4A0000	0X1710000	0X2007800
				0X801E01	0X14	0X4C0A0000	0X1740000	0X2007800
				0X801E01	0X14	0X4C0A0000	0X1700000	0X2007800
				0X801E01	0X14	0X4BCA0000	0X1740000	0X2007800
				0X801E01	0X14	0X4BCA0000	0X1700000	0X2007800
				0X801E01	0X14	0X4B8A0000	0X1730000	0X2007800
				0X801E01	0X14	0X4B8A0000	0X1740000	0X2007800
				0X801E01	0X14	0X4B8A0000	0X1720000	0X2007800
				0X801E01	0X14	0X4B8A0000	0X1710000	0X2007800
				0X801E01	0X14	0X4B4A0000	0X1740000	0X2007800
				0X801E01	0X14	0X4B8A0000	0X1700000	0X2007800
				0X801E01	0X14	0X4B4A0000	0X1730000	0X2007800
				0X801E01	0X14	0X4B4A0000	0X1720000	0X2007800
				0X801E01	0X14	0X4B4A0000	0X1710000	0X2007800
				0X801601	0X14	-0X3F720000	0X172A0004	0X2005800
				0X801601	0X14	-0X3F720000	0X17290004	0X2005800
				0X801601	0X14	-0X3F720000	0X172B0004	0X2005800
				0X801E01	0X14	0X4B4A0000	0X1700000	0X2007800
				0X801601	0X14	-0X3F720000	0X17280004	0X2005800
				0X801601	0X14	-0X3F720000	0X17270004	0X2005800
				0X801601	0X14	-0X3FB20000	0X172B0004	0X2005800
				0X801601	0X14	-0X3FF20000	0X172B0004	0X2005800
				0X801601	0X14	-0X3FB20000	0X17270004	0X2005800
				0X801601	0X14	-0X3FF20000	0X17270004	0X2005800
				0X801601	0X14	-0X40320000	0X17270004	0X2005800
				0X801601	0X14	-0X40320000	0X172B0004	0X2005800
				0X801601	0X14	-0X40720000	0X172B0004	0X2005800
				0X801601	0X14	-0X40720000	0X17290004	0X2005800
				0X801601	0X14	-0X40720000	0X172A0004	0X2005800
				0X801601	0X14	-0X40720000	0X17280004	0X2005800
				0X801601	0X14	-0X40720000	0X17270004	0X2005800
				0X801601	0X14	-0X40B20000	0X172B0004	0X2005800
				0X801601	0X14	-0X40B20000	0X172A0004	0X2005800
				0X801601	0X14	-0X40B20000	0X17290004	0X2005800
2022-01-21 20:15:05				0X801601	0X14	-0X40B20000	0X17270004	0X2005800
				0X801601	0X14	-0X40B20000	0X17280004	0X2005800
				0X801601	0X14	0X608D0000	0XB940002	0X2005800
				0X801601	0X14	0X608D0000	0XB950002	0X2005800
				0X801601	0X14	0X608D0000	0XB960002	0X2005800
				0X801601	0X14	0X608D0000	0XB930002	0X2005800
				0X801601	0X14	0X608D0000	0XB920002	0X2005800
				0X801601	0X14	0X604D0000	0XB940002	0X2005800
				0X801601	0X14	0X604D0000	0XB950002	0X2005800
				0X801601	0X14	0X604D0000	0XB960002	0X2005800
				0X801601	0X14	0X604D0000	0XB930002	0X2005800
				0X801601	0X14	0X604D0000	0XB920002	0X2005800
				0X801601	0X14	0X600D0000	0XB960002	0X2005800
				0X801601	0X14	0X600D0000	0XB920002	0X2005800
				0X801601	0X14	0X5FCD0000	0XB960002	0X2005800
				0X801601	0X14	0X5FCD0000	0XB920002	0X2005800
2022-01-19 15:39:15				0X801601	0X14	0X5F8D0000	0XB950002	0X2005800
2022-01-19 15:39:15				0X801601	0X14	0X5F8D0000	0XB940002	0X2005800
				0X801601	0X14	0X5F8D0000	0XB930002	0X2005800
				0X801601	0X14	0X5F8D0000	0XB920002	0X2005800
2022-01-19 15:39:15				0X801601	0X14	0X5F4D0000	0XB950002	0X2005800
				0X801601	0X14	0X5F4D0000	0XB960002	0X2005800
				0X801601	0X14	0X5F8D0000	0XB960002	0X2005800
				0X801601	0X14	0X5F4D0000	0XB930002	0X2005800
2022-01-19 15:39:15				0X801601	0X14	0X5F4D0000	0XB940002	0X2005800
		117, 289, Alderbrook Rd, Baker St, Bashaw Dr, Creek Rd, Evergreen Dr, Forest Rd, Greenbriar Dr, Greenfield Rd, Greenfield Road Ext, Hagan Dr, Heatherbush Rd, Indigo Ln, Kurk Dr, Lida Dr, Perkins Dr, Pinewood Dr, Raymond Dr, Repa Dr, Ridge Rd, River Rd, River View Dr, Rustic Dr, Skyline Dr, Stonebrook Cir, Sydney Dr, Timberlane Dr, Valleyview Dr, Wildwood Dr, Windridge Rd, Winterlane Cir, Wolff Dr		0X801401	0X14	-0X3F720000	0X17260004	0X2005000
		Alder Brook, Winooski River		0X800101	0X14	-0X3F720000	0X17260004	0X2000400
				0X804901	0X14	-0X3F720000	0X17260004	0X2012400
				0X801601	0X14	0X5F4D0000	0XB920002	0X2005800
				0X801601	0X14	-0X3F720000	0X17260004	0X2005800
				0X804901	0X14	-0X3FB20000	0X17260004	0X2012400
		Indian Brook, Winooski River		0X800101	0X14	-0X3FB20000	0X17260004	0X2000400
		117, 15, Acorn Cir, Arbor Terr, Arlington St, Aspen Dr, Bashaw Dr, Beech St, Birch Ln, Briar Ln, Brickyard Rd, Corduroy Rd, Country Side Dr, Crestview Rd, Debra Dr, Densmore Dr, Fairview Dr, Forest Rd, Francis Dr, Hawthorn Cir, Hubbells Falls Dr, Kiln Rd, Kiln Road Ext, Lillia Dr, Main St, Mansfield Ave, Mansfield Ave Ext, Maple St, Maple Street Ext, Maplewood Ln, Mason Dr, Park Ave, Pleasant St, Rivendell Dr, River Rd, Robinson Pkwy, Rosewood Ln, Rustic Dr, Shawns Way, Skyline Dr, Sugar Tree Ln, Sweetwater Ln, Sydney Dr, Tamarack Dr, Tiffany Ln, Vale Dr, Village Glen, Walnut Ln, Waverly St, Whipple Dr, Woods End Dr, Woodstock Ln		0X801401	0X14	-0X3FB20000	0X17260004	0X2005000
				0X801601	0X14	-0X3FB20000	0X17260004	0X2005800
				0X801601	0X14	-0X3FF20000	0X17260004	0X2005800
				0X801601	0X14	-0X40320000	0X17260004	0X2005800
				0X801601	0X14	-0X40720000	0X17260004	0X2005800
		Dunkin'		0X804401	0X14	0X1110000	-0X46B3FFDA	0X2011000
		COVID-19 Vaccination & Testing Site, TD Bank		0X804401	0X14	0X1110000	-0X46B7FFDA	0X2011000
		Chili's, LongHorn Steakhouse, Panera Bread, Supercuts, Verizon Authorized Retailer - Cellular Sales, Vermont Tap House		0X804401	0X14	0X1110000	-0X46B5FFDA	0X2011000
		DICK'S Sporting Goods, Staples, Williston Barracks		0X804401	0X14	0X1110000	-0X46B4FFDA	0X2011000
		Jean Garvin School		0X804401	0X14	0X910000	-0X46B8FFDA	0X2011000
2022-01-15 22:45:00				0X804601	0X18247	0X5F4D0000	0XB930002	
				0X804401	0X14	-0X26F0000	-0X46B9FFDB	0X2011000
				0X804401	0X14	-0XAF0000	-0X46BAFFDB	0X2011000
		Old Navy		0X804401	0X14	0X1510000	-0X46B4FFDA	0X2011000
		Bella Vie, Citizens Bank, Exxon, Powderhorn, Short Stop, Texas Roadhouse		0X804401	0X14	0X1110000	-0X46B8FFDA	0X2011000
		99 Restaurants, Cosmo Prof, Green Mountain Bagels, Massage Envy, Men At Wok, Mike's Classic Barbershop, NBT Bank, Nail'Koholics, Nina Alterations, Once Upon A Child, Plato's Closet, Quilting With Color, Ramunto’s Brick Oven Pizza, Rustic Roots Salon, Sakura Sushi & Kitchen, Shelburne Meat Market at Williston, Sola Salon Studios, Style Encore, Superb Cupcakes, Sushido, Tesla Supercharger, The Hair Express Salon & Hairy Bear for Kids, Town Cobbler		0X804401	0X14	0X1510000	-0X46B8FFDA	0X2011000
		Bradley Ln		0X801401	0X14	-0X7F310000	0X2E540009	0X2005000
		2, 89, Abbey Rd, Balsam Cir, Cedar Ln, Churchview Dr, Commons Rd, Rita Rd, Timothy Way, Tower Ln, Vietnam Veterans Memorial Hwy, Williston Rd		0X801401	0X14	-0X7F310000	0X2E530009	0X2005000
				0X804901	0X14	-0X7F310000	0X2E540009	0X2012400
				0X804901	0X14	-0X7F310000	0X2E530009	0X2012400
		2, Balsam Cir, Brookside Dr, Coyote Ln, Goodrich Dr, Harte Cir, Lawnwood Dr, McMullen Ln, Metcalf Dr, Southridge Rd, Timothy Way, Williston Rd		0X801401	0X14	-0X7F310000	0X2E520009	0X2005000
				0X804901	0X14	-0X7F310000	0X2E520009	0X2012400
				0X804901	0X14	-0X7F310000	0X2E510009	0X2012400
				0X804901	0X14	-0X7F310000	0X2E500009	0X2012400
		Brennan Woods Dr, Hanon Dr, Mountain View Rd, O'Neil Ln, Redmond Rd		0X801401	0X14	-0X7F310000	0X2E500009	0X2005000
